Uniprot ID,Gene Name,log abs.LFQ AgWTD06 Corrected,log abs.LFQ AgWTD17 Corrected,
Q17792,ceh-58,4.403185024,4.518765491,
Q17796,hgrs-1,5.51686472,5.591960656,
Q17819;G3MU09,C08B6.8,4.403561291,5.642682589,
Q17820,aos-1,5.459850201,5.8552268,
Q17828;E9P872,C08F8.2,4.21659184,4.511015823,
Q17880,nuo-1,5.076704744,5.221838025,
Q17886,nasp-1,5.387620558,6.428138537,
Q17941;Q17941-2;Q17941-3,akt-1,5.79101846,6.280407213,
Q17963,wdr-5.1,4.71123297,5.526221203,
Q17967,pdi-1,6.12845501,6.781610085,
Q17968,nrde-1,4.258078903,4.422151958,
Q18034,nfx-1,4.079723665,4.526557076,
Q18074,,5.350895691,6.431519237,
Q18075,,5.723398038,5.998492842,
Q18143,C25A8.4,5.679608269,5.894559253,
Q18212;Q86GC6,hel-1,6.367911862,6.866467894,
Q18237,smc-5,4.249584141,4.909818773,
Q18240;Q7JMA9,spr-2,4.706073883,6.007623451,
Q18359,C33A12.1,5.588246293,5.616210026,
Q18403,swd-2.2,5.072839389,5.109138171,
Q18421,C34C12.8,3.764961117,4.624500739,
Q18445,cyn-12,4.537856571,5.932388014,
Q18493;A4UVJ9,C36A4.4,5.506565596,6.404099692,
Q18494,,4.526002373,5.027234261,
Q18508,mel-28,3.84842219,4.550381057,
Q18529,,6.755330004,7.194292378,
Q18547,rfc-3,5.234647984,6.025058815,
Q18577,,5.879968325,6.615051735,
Q18594,C44B7.5,5.451864955,6.326877731,
Q18599,,6.781227187,6.885796211,
Q18674,C47E12.7,4.927297479,4.976562397,
Q18678,srs-2,4.969762429,5.633547893,
Q18688,daf-21,7.409147488,7.924354864,
Q18691;Q18691-2;Q18691-3,C47E8.4,4.499246758,4.540931283,
Q18787,rpt-1,6.655676356,6.986071611,
Q18799,col-119,5.121181023,5.879962349,
Q18823,lam-2,6.98230517,7.019984376,
Q18841,rfc-1,4.188373219,5.624815868,
Q18886,vps-32.1,5.432599019,6.131029684,
Q18905,cgp-1,5.181239743,5.616434891,
Q18921,snap-1,4.346760772,5.880836762,
Q18943,,5.947990135,7.401999998,
Q18947,,7.050790108,8.106948328,
Q18983;O45608,,5.243199888,5.493386832,
Q19020,dhc-1,5.752963974,5.811933224,
Q19057;Q6AHQ5,acdh-12,6.440996105,6.669399921,
Q19063,,4.789752064,5.959133383,
Q19086,dpf-4,4.476364846,5.509272449,
Q19088,rabn-5,4.213943604,4.990973014,
Q19102,ard-1,5.377427593,5.655843584,
Q19126,asb-2,5.349958396,5.398963792,
Q19264,F09E5.3,5.789157167,6.60652759,
Q19265,,4.440101611,5.021566646,
Q19266,pkc-3,4.543287169,4.916041456,
Q19286-2;Q19286,ifb-2,7.997208158,8.116440163,
Q19289-2;Q19289,ifb-1,7.600464816,7.761513326,
Q19311,F10F2.2,4.347244115,4.960015096,
Q19324,rpn-5,5.425606658,5.709869007,
Q19326,asf-1,5.721129548,6.235368542,
Q19328,tsn-1,6.623614534,7.093159877,
Q19329,tag-151,4.328522448,4.890221206,
Q19360,uba-3,4.154991248,5.109633622,
Q19366,F12F6.7,5.554528206,5.612385608,
Q19371,sec-24.1,5.301641522,5.814220333,
Q19416,dylt-1,5.063233946,5.678792566,
Q19441,,5.406866118,6.421120946,
Q19467,git-1,4.638430551,5.082557742,
Q19491,rsd-6,5.674480972,6.274730996,
Q19520,,4.33565067,5.31550123,
Q19537,rpa-1,5.993604444,6.802735605,
Q19554,abcf-1,5.721523912,6.214202411,
Q19555,scc-3,5.055715996,5.086574133,
Q19642,czw-1,5.806391947,5.827300608,
Q19680,,6.834275227,7.215255246,
Q19683,F21D5.5,5.050181304,5.386520359,
Q19706,eif-3.G,5.146150343,5.434214749,
Q19713,frs-2,6.139027286,6.38216354,
Q19722,nrs-1,6.27353312,6.995792903,
Q19731,ekl-1,4.804672118,5.362560358,
Q19749,F23B12.5,5.916332448,6.100248517,
Q19775;Q7JLJ3;A8WHR6,ppm-1,5.850976871,6.223150634,
Q19818,nhl-2,4.511542674,5.684115123,
Q19823;Q20111,,4.245426331,5.42565415,
Q19824,cee-1,5.79923879,6.206182424,
Q19825;Q65ZK0;A5HU89,rrt-1;rars-1,6.22991265,6.471012816,
Q19826,rpb-8,5.004399637,5.483468541,
Q19853,,6.357250543,6.725761308,
Q19866,suf-1,4.786529896,5.071115763,
Q19869;Q19869-2;Q19869-3,rpl-26,6.210602918,6.60225172,
Q19877,rps-23,7.162514915,7.374887639,
Q19952,lsm-4,4.853311239,5.914079626,
Q19987,,4.849252383,5.003632246,
Q1XFY9,rps-24,7.362624514,7.477141512,
Q20034,,6.29902403,6.845822714,
Q20049,idhg-1,6.36846635,6.523365688,
Q20058,,6.025976749,6.298675901,
Q20060,smc-4,5.510541258,5.82709305,
Q20070,,5.092048456,5.66875982,
Q20077,pifk-1,3.795187216,4.353682937,
Q20117,gcs-1,5.043095908,5.675301097,
Q20121,acs-4,6.101643167,6.576500996,
Q20168,F38E11.5,6.026183748,6.232073865,
Q20206,rps-11,7.30471582,7.674697725,
Q20219,,6.364137239,6.740670537,
Q20224,lbp-2,5.646480844,6.844713452,
Q20228,rps-9,6.302189927,6.724323266,
Q20264,acs-11,5.111011566,5.538997209,
Q20306,abcf-3,5.986053915,6.50170561,
Q20363,sip-1,7.390402812,8.535509501,
Q20500,,3.577066785,3.687795665,
Q20616,,6.617470577,7.899373668,
Q20641,nmy-1,5.568378645,5.618693134,
Q20643,,4.887817811,6.656737209,
Q20647,rpl-25.2,6.177879989,6.371429347,
Q20655;Q95ZT1,ftt-2,4.724053229,7.097796004,
Q7JP52;Q20660,hsp-17,6.046181181,7.134974133,
Q20675,,3.20882475,3.711781291,
Q20684,lec-2,5.883783152,7.105081108,
Q20709,tra-4,4.384296462,4.541771163,
Q20719,F53F4.10,4.82927439,5.439000746,
Q20748,atad-3,5.230444548,5.424006635,
Q20751,iff-2,7.155162143,7.348833408,
Q20757,puf-5,4.715998142,5.417911704,
Q20790,,4.987865994,6.357488967,
Q20818,capg-2,4.675662839,5.625351062,
Q20819,tsfm-1,5.6380373,5.651777154,
Q20849,rod-1,5.460417414,5.595361994,
Q20938-2;Q20938,rpn-6.1,6.030917686,6.116587395,
Q20970;D3YT55,mrs-1;mars-1,6.217525281,6.742620316,
Q20992,,3.772407893,3.996476156,
Q21025,,4.373001126,5.216386222,
Q21053,vps-35,5.368529077,5.793200047,
Q21087;Q95ZS2,tdc-1,4.638042921,4.71005026,
Q21182,,4.823078929,4.938917145,
Q21193,pfn-3,4.138743468,4.96802823,
Q21215,rack-1,7.068793427,7.211518309,
Q21225,vacl-14,4.88422976,5.176390261,
Q21230,K04G2.1,5.107822258,5.775374182,
Q21274,,5.032529591,5.588429718,
Q21276,K07C5.4,6.504162611,6.794757768,
Q21284,,5.15805711,5.161501946,
Q21285,dao-3,4.417492399,4.968927745,
Q21307;Q7Z1P1,mek-1,5.493397245,5.649640326,
Q21323,rnp-3,5.263518038,6.273282581,
Q21351,,6.155315891,6.210415468,
Q21355,gst-4,3.868285494,4.356350656,
Q21432;Q21432-2,nas-11,6.407038355,6.467881819,
Q21444,cogc-2,3.887406532,4.442178348,
Q21484,hat-1,5.246604502,6.045615286,
Q21502,mep-1,4.845085457,5.233433525,
Q21541,,4.183230376,4.730578299,
Q21549,gss-1,4.961595131,5.431986023,
Q21557,dlc-2,4.73859756,5.035229153,
Q21568,M28.5,4.465104438,6.170619767,
Q21625,div-1,5.163739533,5.65778962,
Q21633,ubc-18,5.456815334,6.906241341,
Q21649,,4.672112742,4.845481704,
Q21746,sgt-1,5.95495429,6.511302297,
Q21752,R05G6.7,5.95692756,6.678486441,
Q21763,,4.511459938,6.976807585,
Q21776,bub-1,4.829527612,5.000970792,
Q21824,prdx-3,4.905751439,6.731355423,
Q21829,cku-80,5.157887351,5.521431543,
Q21831,snfc-5,5.731889187,5.974025348,
Q21898,vha-1,6.32899216,6.940061914,
Q21902,mcm-5,6.015404692,6.404335273,
Q21920;Q21920-2;Q21920-4,R11A8.7,5.151541929,5.213715625,
Q21926,irs-1,5.600385141,6.143859758,
Q21930,rpl-28,5.313418783,6.038340158,
Q21952,him-10,4.984487431,5.396199608,
Q21961,ran-5,4.207266646,4.712811463,
Q21966,asp-4,6.265218811,6.546361696,
Q22018,R53.2,4.040300296,5.845339538,
Q22020,,5.112804731,6.181473489,
Q22031,R74.7,4.865997197,5.207501968,
Q22037;Q22037-4;Q22037-3;Q22037-2,hrp-1,6.292584793,6.443471605,
Q22038,rho-1,5.101565853,6.292016567,
Q22047,trcs-2,4.341486077,4.500784474,
Q22054,rps-16,6.415461036,7.320036817,
Q22093,tftc-5,4.541451744,4.666819537,
Q22099;Q95ZQ3;Q2XN16,krs-1;kars-1,6.102183983,6.973454052,
Q22137;Q86G92,,5.6029519,6.084321877,
Q22161,sfxn-1.5,5.088138459,5.259732802,
Q22235;E9P859,enpl-1,5.364622732,6.1196829,
Q22240,,5.190803949,5.423431029,
Q22257,hcp-2,5.365486832,6.108564599,
Q22288,ttr-15,5.50803894,6.355648672,
Q22290;Q9U376,,4.733629015,5.531915533,
Q22342,atg-11,4.589096388,4.744190613,
Q22347,acdh-10,6.029619277,6.34910095,
Q22417,,5.432842491,5.855874932,
Q22429,,3.336428016,4.44092934,
Q22469,,4.761675778,5.706306319,
Q22499,ttr-54,5.226823423,5.334043497,
Q22516,chd-3,3.537651242,3.895742549,
Q22528,ekl-6,5.08569927,5.136770707,
Q22540,,3.408699796,4.305399014,
Q22601,apa-2,4.721658378,5.094689404,
Q22620;Q65ZK5,pars-1,5.960660274,6.397291436,
Q22623,mrpl-50,3.832123652,4.824166827,
Q22706,sec-5,4.26215795,5.35282933,
Q22716;B7WN95,rpl-32,6.224921453,6.714211151,
Q22718;REV__B6EU57,,4.843477475,4.863414351,
Q22743,raga-1,4.43076409,5.61882091,
Q22751,dnj-23,4.58014089,5.861226557,
Q22757,,4.119644744,5.524299762,
Q22781,acdh-7,5.841159921,6.632171805,
Q22792,,4.965579025,5.777418447,
Q22814,gst-13,4.517955438,5.112768668,
Q23068,,4.066997007,5.052582362,
Q23089;Q8MPS6,xpo-1,5.044420852,6.177115043,
Q23092,lbp-4,3.69916672,6.019273646,
Q23179,,6.051983494,6.322824014,
Q23202,sbds-1,4.204316698,5.037993562,
Q23223,mtr-4,4.761422027,4.812935316,
Q23237,pbs-3,5.2512444,6.293809148,
Q23312,rps-7,6.829636091,7.188093868,
Q23315,ears-1,6.145486951,6.211151006,
Q23368,sec-24.2,4.584759286,5.135017921,
Q23463,eftu-2,5.896520896,6.024826875,
Q23500,aco-1,5.421082476,5.839460673,
Q23543,lsm-7,5.634113444,6.807570797,
Q23621,gdh-1,6.435789369,6.550493215,
Q23635,,5.688930582,6.270727274,
Q23639,cul-5,4.087340233,4.761846625,
Q23651,elpc-3,5.299918686,5.517234653,
Q23652,,5.245870253,5.336803657,
Q23655,nlt-1,4.721032061,5.407048318,
Q23670;Q9N4W3,K12D12.1,5.70620361,5.930397511,
Q9U277;Q25AR8;Q8I4C9,unc-61,5.745432177,6.213918518,
Q27274,rop-1,6.617553071,6.63439611,
Q27389,rpl-16,7.203415561,7.361377504,
Q27464,gspd-1,5.489482349,5.593994508,
Q27474;Q27474-2,lig-1,5.033050477,5.220641291,
Q27481;C1P636;Q3S1J5,uba-1,6.290262624,6.662667427,
Q27488,pas-2,4.938105141,5.583243587,
Q27527;Q27527-3;Q27527-2,enol-1,6.3458916,6.469889156,
Q27532,his-74,4.613783648,5.125132124,
Q27535;P91251;REV__Q8MYP3;REV__Q56VX2,ZC434.8,6.951390577,7.354153176,
Q27GT3;Q9GYI4,psr-1,4.741826992,5.37981637,
Q27GT6,,6.943868587,7.936172706,
Q2A950;Q2A949,phf-10,4.655692546,5.150651956,
Q2AAB7,,4.578016472,5.025741377,
Q2EEM8,ttr-45,5.508425435,6.246838622,
Q2L6Y6,,5.383287179,5.669684108,
Q3LFN1;Q965W1,lbp-9,4.984538051,6.684307447,
Q3T978;Q9XWZ2,acdh-11,5.248551859,5.515657897,
Q3Y400,glrx-22,4.065571302,5.488800832,
Q3Y403,,4.933461448,5.882919504,
Q8MXD9;Q4W4Y5,,6.526968805,6.614600453,
Q5H9M9,hsp-25,7.083145476,7.373260331,
Q5WRM0;Q9XUT9,,6.148273356,6.652605311,
Q5WRT8;Q5WRT9;Q1NZ34,npp-21,4.89074873,5.101159391,
Q65XX2,Y54E10A.11,4.942225693,5.262353427,
Q688Z6;Q9BMU4,4D561,5.057559591,5.589421961,
Q6ABW4,gck-1,5.321321893,6.144298112,
Q6AW03,,5.828368817,6.338877539,
Q6EZG4,glrx-3,6.102357674,6.783472274,
Q7JKP6,hsr-9,3.888260291,4.550081827,
Q7JNG1;P91283,atp-3,5.058990476,5.707583925,
Q7JPE4,tat-4,5.526787309,5.758536798,
Q7K6X4;Q9U240,npp-16,3.639529761,4.426773883,
Q7YTI4,,5.021490626,5.182063258,
Q7YWV0,,4.452899155,5.751487658,
Q7YZM5,,7.140054573,7.203157125,
Q86B36;Q9GYS8,fars-1,6.14546948,6.475278632,
Q86GC2;Q86GC3,adr-1,4.478520643,4.665286875,
Q86NJ8;B3KLZ7;Q8IG64,ppw-1,5.983093063,6.093020561,
Q86S66,Y65B4BR.5,5.607534182,6.385045581,
Q8I4N3,npp-22,4.740652606,5.102923047,
Q8IAA9;Q8IAA8,clp-4,4.353857726,4.745039323,
Q8ITV7;Q8ITV6,,5.416257863,5.866675516,
Q8MQB5;P90762,rmd-2,5.417520416,6.122436092,
Q8MXH7,,4.855258368,6.297573079,
Q8MXJ7;O16518;Q86S57,alh-4,5.130069118,5.417937066,
Q8MXK1;O16249;Q8IA89;Q6A598;Q17593,,5.112182681,5.1598188,
Q8MXQ7,Y92H12BL.1,4.594926435,5.62144794,
Q8MXT1,prdx-6,5.391990365,6.506799239,
Q8MXT7,,5.353110985,5.742019466,
Q8MYL7,ctl-3,5.566719328,6.49419613,
Q8MYM8,,4.685588488,6.069291385,
Q8T3B6,,4.285858997,4.303092437,
Q8WQA8,rps-20,5.993802684,6.805933902,
Q8WQB3,apg-1,4.394931801,4.512221829,
Q8WTJ4,ubxn-6,5.976440216,6.066947446,
Q8WTL6,hpo-29,4.783484734,5.241198601,
Q8WTM0,,5.44640337,5.68763214,
Q93459,F10G8.6,5.734187895,6.312731116,
Q93535,,6.527875149,6.644673316,
Q93572,rpa-0,7.355023966,7.702253163,
Q93573,tct-1,6.320458623,7.736866226,
Q93761,F53C11.3,4.583830613,5.273742358,
Q93934,,6.476111958,6.603262575,
Q94216,dnj-11,5.479055898,5.869275901,
Q94218-2;Q94218,F38A5.1,4.981999794,5.982173911,
Q94230;Q93537,plp-1,5.826806801,6.914265694,
Q94261,cif-1,6.298029166,6.534967455,
Q94300,rpl-11.1,6.546303623,7.0630604,
Q95005,pas-4,3.792911157,6.327127883,
Q95008,pas-5,5.640055948,6.686294378,
Q95PX8;Q95PX7;Q95PX9;Q86MP0;Q86MN9,tcer-1,3.725346862,4.097796004,
Q95PZ0;C5VUK2,csn-6,5.657555734,6.298308605,
Q95PZ1,,4.747210495,5.675917635,
Q95QG8,fcp-1,5.207342411,5.301503674,
Q95QJ7,gpr-1,4.269139666,4.594248071,
Q95QL1,,4.677755457,5.080427966,
Q95QV8;Q8IG50;Q95QV7;Q8IG49;Q95QV6,tiar-1,6.255265737,6.299309592,
Q95QZ7;O01894;Q95QZ9,npl-4.1;npl-4.2,4.928479704,5.49400459,
Q95XJ0;Q95XI9;Q86DM7,,6.642382546,6.896037869,
Q95XL9;Q95XL8,chaf-2,4.86329546,5.399308082,
Q95XQ8,mcm-4,6.007363294,6.206347587,
Q95XR4,epg-2,4.026620421,4.850465906,
Q95XX1-2;Q95XX1,Y54G2A.17,5.004472163,5.637390144,
Q95XZ5,pqn-85,3.518333211,4.56654707,
Q95Y04,rps-28,5.001634657,5.802819248,
Q95Y15;Q95Y13,npp-8,4.746252159,4.888902722,
Q95Y26,,5.076418081,5.627297378,
Q95Y28,,5.659737221,6.13495467,
Q95Y69,orc-3,4.257498828,5.290862701,
Q95Y71,mrpl-45,4.793225806,5.124664016,
Q95Y90,rpl-9,6.151800289,6.430411688,
Q95Y97,rpa-2,5.579170097,7.142360296,
Q95YD5,vha-16,7.396982933,7.60626466,
Q95YF3,cgh-1,6.806239349,6.951212944,
Q95ZI4;Q8I4A5;Q8I4A4,lec-3,5.698355475,6.244311564,
Q95ZJ9;E4MYG2,,4.380631679,5.219921664,
Q95ZT6,,4.423290562,4.598753625,
Q965S0,rpb-9,4.561045855,5.903007883,
Q965S8,eif-3.I,5.914760152,6.249948903,
Q965W4,comt-4,4.087320259,4.315565441,
Q965Y1,map-1,5.144016901,5.359582657,
Q965Z4,,3.876574245,5.716027857,
Q966C6;Q966C6-2;Q95XE4;Q8MXR8,rpl-7A,6.295810166,6.882049279,
Q966L5;Q966L5-2,E01A2.2,4.980622942,5.245444901,
Q966M4,uri-1,4.438298175,5.383565777,
Q9BHK7,xrn-1,4.656145616,5.021977093,
Q9BHL6,aakg-1,4.808674509,4.918395231,
Q9BIC3;Q9GYT0;Q8T8N8,,6.607895793,7.074506863,
Q9BKR5,,4.522137016,4.557905828,
Q9BKU3,,6.567731539,6.737048721,
Q9BKU4,phb-1,5.527730261,6.034824919,
Q9BKU5;Q9BKU6,,7.424431772,7.649997195,
Q9BL15,,5.340840319,5.887425382,
Q9BL34,,5.314757828,5.850147275,
Q9BL57,,4.421082476,5.241465214,
Q9BL61,,5.871416448,6.218036998,
Q9BL64,,5.269848761,5.779872157,
Q9BLB6,mog-2,5.048196777,6.293910394,
Q9GRY9;E0R7K7,,4.839077647,5.737547148,
Q9GRZ9,tcc-1,5.397501541,5.544394847,
Q9GS00,csn-1,4.351396206,5.470024149,
Q9GYK4,,4.124988954,4.542457132,
Q9GYR5,,4.186835162,4.6047992,
Q9GZE9;Q8IA58,,5.948705341,6.615856431,
Q9GZH3;Q86DL2,T22D1.3,5.416856865,5.697789175,
Q9GZH4,ribo-1,5.352395508,5.789335045,
Q9N303,deps-1,5.683912803,6.145491811,
Q9N350,,5.506146984,6.299742637,
Q9N358,cct-8,5.923032117,6.333088698,
Q9N359,csn-4,5.637604313,5.693076976,
Q9N361,mrps-25,4.848595278,5.690363091,
Q9N363,dcap-1,5.718956454,6.322602959,
Q9N369,atg-3,5.371736984,6.116541708,
Q9N3F7,,5.976466,6.152557879,
Q9N3Q8,daf-25,4.03187193,5.062715749,
Q9N3S4;Q9N3S3;Q8MXS9,rnp-6,4.961248133,4.96924855,
Q9N3T2,crn-1,5.359209504,5.979182235,
Q9N3T5,spg-7,5.042520507,5.103645336,
Q9N3T8,msh-6,5.532500558,5.628595297,
Q9N3X2,rps-4,6.603366048,6.897503062,
Q9N425,csn-3,4.94999523,5.841569415,
Q9N492,pinn-1,4.886075117,5.821481212,
Q9N4A5,,4.619381583,5.573816888,
Q9N4A7;Q9N4A7-2,npp-20,4.694789585,5.458466595,
Q9N4B1,clp-7,5.743055586,5.832799198,
Q9N4D8,nlp-40,4.949638835,5.983362075,
Q9N4F1,,4.430120483,4.592028604,
Q9N4H4,pme-1,4.956387829,5.407853746,
Q9N4I4,rpl-10a,7.063972309,7.395105027,
Q9N4I5,,5.480560804,5.864004987,
Q9N4J2,vit-3,6.124732463,6.169079627,
Q9N4J8,cct-3,5.875632139,6.100948954,
Q9N4N4,swsn-6,5.717189507,6.055080943,
Q9N538,dhs-9,5.276850934,5.350525062,
Q9N584,,5.143736326,5.38695637,
Q9N595;G5ED69,elpc-1,5.12619609,5.228165501,
Q9N599,pas-3,4.564195087,5.775251665,
Q9N5B3,,5.84571305,6.739498873,
Q9N5K1,sacy-1,5.041300796,5.069308365,
Q9N5R9;Q9N5S0,spt-16,5.59023354,5.719765223,
Q9N5U5,,4.219518782,4.803143212,
Q9N5V3,imb-3,6.226417594,6.610924429,
Q9NA69,,4.758706087,4.844922248,
Q9NA80,sinh-1,4.381129554,4.801615331,
Q9NA98,arp-1,6.100656376,6.281658583,
Q9NAA5,Y53F4B.13,4.469426641,4.637864223,
Q9NAG4,mac-1,5.446009992,5.712142129,
Q9NAH7,aakb-2,5.257336808,5.898334505,
Q9NAI5;Q9U2J6,,4.275480225,4.793936927,
Q9NAI9,,5.721672285,5.76284499,
Q9NAN1,uba-2,4.925764452,5.810795401,
Q9NAP0,clec-190,6.040344812,6.419102142,
Q9NAP9,mrps-15,5.460205854,5.671738921,
Q9NDC9,lis-1,4.474329413,5.009894269,
Q9NEQ8;Q1RPT8,,4.557041373,5.649818798,
Q9NES7,,6.938189626,6.956418736,
Q9NEW8,taf-7.2,4.51191855,5.253296513,
Q9NF11,,5.524472037,5.590786863,
Q9NLD1;B3KYC2,hrp-2,6.630451326,6.896037869,
Q9TXI4,,5.824910316,6.868809159,
Q9TXP0,rps-27,7.228587263,7.60488166,
Q9TXR4,msh-2,4.386398321,4.916685392,
Q9TYS3,ftn-2,6.306974222,6.777318679,
Q9TYY0,,5.098909491,5.720574554,
Q9TYY8,,4.897233184,5.681993922,
Q9TZ69,ubc-20,5.367230862,6.250695049,
Q9TZS5;Q86S29,cct-7,5.909648108,6.219601447,
Q9U1Q3,cyn-15,5.03009809,5.736756693,
Q9U1Q4,vrs-2,5.78899839,6.318923282,
Q9U1R7,arx-3,5.915710144,5.962801463,
Q9U1V9;Q9U1W0,dnj-29,3.913271617,4.412192853,
Q9U1X9,rla-2,6.009112696,6.757621285,
Q9U221;Q95Q13,ung-1,4.435484827,5.712051948,
Q9U286,,5.233750667,5.674177873,
Q9U296;O44779,men-1,5.166644635,5.310658107,
Q9U2A6;Q8I0Z7,efhd-1,3.815114757,4.43735468,
Q9U2A8,rpl-43,5.646480844,6.109360162,
Q9U2C1;B2FDA8,smc-3,5.458934325,5.857491042,
Q9U2D9,gsy-1,6.153124123,6.436966463,
Q9U2F2,cpt-1,3.961888528,5.200026835,
Q9U2F6,vps-2,3.742768636,4.955331052,
Q9U2G0,Y46G5A.4,5.306841699,5.459274413,
Q9U2G5,mrp-7,4.094648793,4.435068915,
Q9U2H9;A3RMU4,eef-1B.2,6.03467705,7.351353643,
Q9U2K8,abce-1,4.796203658,5.975636441,
Q9U2P3,pap-1,4.317447112,5.107275176,
Q9U2Q8,fkb-2,5.555147659,6.456544883,
Q9U2Q9,gsk-3,5.663914057,6.14534456,
Q9U2S6;D3NQB1,cyn-13,5.113519929,5.115616779,
Q9U2S8;D3NQA7,,4.242669427,4.936072721,
Q9U2U0,uaf-2,5.188911045,5.87069995,
Q9U2U3;D3NQA8,,3.969028646,5.468107826,
Q9U2X0,prmt-1,5.714478402,6.288374877,
Q9U2Y2,Y113G7B.16,5.158667693,5.234479505,
Q9U2Z1,sec-23,5.516098841,5.748583536,
Q9U2Z5,,5.198325063,6.133926753,
Q9U332;Q9U332-2,rpl-31,6.670962844,6.861655869,
Q9U334,unc-59,5.291275417,6.022475423,
Q9U380,chaf-1,4.154426818,4.987105572,
Q9U3D6;Q93412,adr-1,5.708813921,5.724961594,
Q9U3I7;Q19583,,4.856551621,6.115728688,
Q9U3K7;G5ECW7,dpt-1,4.718302867,5.039469237,
Q9U3M0;REV__Q9U3M0,,5.364991765,7.450963306,
Q9U3P9,alkb-8,4.474657034,4.721218411,
Q9U3Q0,mrps-22,5.402740802,5.482289223,
Q9UA63,mrpl-30,4.387340348,5.768142511,
Q9UAV5;Q8IA49;Q8IA50,mdh-1,5.920135737,5.938052755,
Q9UB28;Q9UB29;Q9BKP3,let-805,7.017262916,7.115988003,
Q9XTI0,B0250.5,5.389288062,6.371401118,
Q9XTT4,ani-1,4.609111007,5.049909554,
Q9XTT9,rpt-6,6.242515751,6.575337565,
Q9XTU9,glrx-5,5.265775429,5.596809195,
Q9XU45,,5.78352494,6.306055793,
Q9XU67,rbd-1,3.5550252,4.145591534,
Q9XUB7,far-6,5.870528892,7.484753404,
Q9XUE3;Q2EEN1;E1B6W0;D3YT78,rsd-2,4.962501355,5.217916422,
Q9XUE6-2;Q9XUE6,F52B11.2,4.088018819,5.766213268,
Q9XUP3,eif-3.K,4.787048647,5.086829704,
Q9XUR4,,5.409822915,5.843839219,
Q9XUR6,,5.26015005,6.243668024,
Q9XUS4;Q69Z13;Q86D12;Q9XUS6;Q9XUS5;Q8WQE5,,5.899670881,5.960560715,
Q9XUS9,cyk-4,5.719706865,5.725211663,
Q9XV52;O62278,F29C12.4,5.168288905,5.579798031,
Q9XVE9,rpl-14,6.437594315,6.897763584,
Q9XVF7,rpl-8,6.725038765,7.135635359,
Q9XVH6,rpb-11,4.971278475,5.693332638,
Q9XVI9,mlc-5,6.060968848,6.767451239,
Q9XVK5,ubc-12,5.632169475,6.646565081,
Q9XVM0,letm-1,4.396149909,4.473653184,
Q9XVP0,rps-15,7.058094055,7.617140852,
Q9XVP9,,5.171081487,6.150506444,
Q9XVR6,otub-1,5.61455558,6.21799681,
Q9XVR7,mcm-3,5.873839754,6.628610911,
Q9XVS3,clec-87,4.759599128,5.793050382,
Q9XVU2,gln-5,5.480835332,6.469574009,
Q9XW16,pfn-1,6.719301524,7.414346256,
Q9XW20,,4.986306045,5.145710221,
Q9XWH0,bub-3,5.772984974,5.800366015,
Q9XWP6,spr-5,4.892003283,5.230319453,
Q9XWP7,eif-3.j,4.343096284,5.166838259,
Q9XWS4,rpl-30,6.551239194,7.11196394,
Q9XWS6,,7.474583341,8.094342257,
Q9XWT3,,8.034834865,8.507583947,
Q9XWT4,,6.486154223,6.627453959,
Q9XWT5,,5.202987248,5.960582525,
Q9XX00,sbp-1,5.561568964,5.838344655,
Q9XXA2,ebp-2,4.642454878,6.18787854,
Q9XXD2,exos-1,4.194580787,5.27708757,
Q9XXI7,cyn-16,4.464928643,4.614648827,
Q9XXI9,mcm-2,6.047518653,6.690484972,
Q9XXQ6;F3Y5P3,ttr-25,4.19596729,4.724160405,
Q9XXR5;Q22034,ttr-26,4.495446914,5.517234653,
